date,country,cases,deaths,recoveries
2003-04-30,Brazil,2,0,2
2003-04-30,Bulgaria,1,0,0
2003-04-30,Canada,148,20,87
2003-04-30,China,3460,159,1332
2003-04-30,"Hong Kong SAR, China",1589,157,791
2003-04-30,"Macao SAR, China",1,0,0
2003-04-30,"Taiwan, China",78,1,25
2003-04-30,France,5,0,1
2003-04-30,Germany,7,0,7
2003-04-30,Indonesia,2,0,1
2003-04-30,Italy,9,0,4
2003-04-30,Japan,2,0,0
2003-04-30,Kuwait,1,0,1
2003-04-30,Malaysia,6,2,3
2003-04-30,Mongolia,6,0,3
2003-04-30,Philippines,4,2,1
2003-04-30,Republic of Ireland,1,0,1
2003-04-30,Republic of Korea,1,0,0
2003-04-30,Romania,1,0,1
2003-04-30,Singapore,201,24,139
2003-04-30,South Africa,1,0,0
2003-04-30,Spain,1,0,1
2003-04-30,Sweden,3,0,2
2003-04-30,Switzerland,1,0,1
2003-04-30,Thailand,7,2,5
2003-04-30,United Kingdom,6,0,6
2003-04-30,United States,52,0,0
2003-04-30,Viet Nam,63,5,53
2003-05-01,Brazil,2,0,2
2003-05-01,Bulgaria,1,0,0
2003-05-01,Canada,147,20,87
2003-05-01,China,3638,170,1351
2003-05-01,"Hong Kong SAR, China",1600,162,834
2003-05-01,"Macao SAR, China",1,0,0
2003-05-01,"Taiwan, China",89,3,25
2003-05-01,France,5,0,1
2003-05-01,Germany,7,0,7
2003-05-01,Indonesia,2,0,1
2003-05-01,Italy,9,0,4
2003-05-01,Japan,2,0,0
2003-05-01,Kuwait,1,0,1
2003-05-01,Malaysia,6,2,3
2003-05-01,Mongolia,6,0,3
2003-05-01,Philippines,4,2,1
2003-05-01,Poland,1,0,0
2003-05-01,Republic of Ireland,1,0,1
2003-05-01,Republic of Korea,1,0,0
2003-05-01,Romania,1,0,1
2003-05-01,Singapore,201,25,143
2003-05-01,South Africa,1,0,0
2003-05-01,Spain,1,0,1
2003-05-01,Sweden,3,0,2
2003-05-01,Switzerland,1,0,1
2003-05-01,Thailand,7,2,5
2003-05-01,United Kingdom,6,0,6
2003-05-01,United States,54,0,23
2003-05-01,Viet Nam,63,5,56
2003-05-02,Brazil,2,0,2
2003-05-02,Bulgaria,1,0,0
2003-05-02,Canada,149,22,93
2003-05-02,China,3799,181,1372
2003-05-02,"Hong Kong SAR, China",1611,170,878
2003-05-02,"Macao SAR, China",1,0,0
2003-05-02,"Taiwan, China",100,8,25
2003-05-02,France,5,0,4
2003-05-02,Germany,7,0,7
2003-05-02,Indonesia,2,0,1
2003-05-02,Italy,9,0,4
2003-05-02,Kuwait,1,0,1
2003-05-02,Malaysia,6,2,3
2003-05-02,Mongolia,8,0,4
2003-05-02,New Zealand,1,0,1
2003-05-02,Philippines,3,2,1
2003-05-02,Poland,1,0,0
2003-05-02,Republic of Ireland,1,0,1
2003-05-02,Republic of Korea,1,0,0
2003-05-02,Romania,1,0,1
2003-05-02,Singapore,203,25,146
2003-05-02,South Africa,1,0,0
2003-05-02,Spain,1,0,1
2003-05-02,Sweden,3,0,2
2003-05-02,Switzerland,1,0,1
2003-05-02,Thailand,7,2,5
2003-05-02,United Kingdom,6,0,6
2003-05-02,United States,56,0,24
2003-05-02,Viet Nam,63,5,56
2003-05-03,Brazil,2,0,2
2003-05-03,Bulgaria,1,0,0
2003-05-03,Canada,149,22,94
2003-05-03,China,3971,190,1406
2003-05-03,"Hong Kong SAR, China",1621,179,898
2003-05-03,"Macao SAR, China",1,0,0
2003-05-03,"Taiwan, China",100,8,25
2003-05-03,France,5,0,4
2003-05-03,Germany,7,0,7
2003-05-03,Indonesia,2,0,1
2003-05-03,Italy,9,0,4
2003-05-03,Kuwait,1,0,1
2003-05-03,Malaysia,6,2,3
2003-05-03,Mongolia,8,0,4
2003-05-03,New Zealand,1,0,1
2003-05-03,Philippines,3,2,1
2003-05-03,Poland,1,0,0
2003-05-03,Republic of Ireland,1,0,1
2003-05-03,Republic of Korea,1,0,0
2003-05-03,Romania,1,0,1
2003-05-03,Singapore,203,25,147
2003-05-03,South Africa,1,0,1
2003-05-03,Spain,1,0,1
2003-05-03,Sweden,3,0,2
2003-05-03,Switzerland,1,0,1
2003-05-03,Thailand,7,2,5
2003-05-03,United Kingdom,6,0,6
2003-05-03,United States,54,0,24
2003-05-03,Viet Nam,63,5,58
2003-05-05,Brazil,2,0,2
2003-05-05,Bulgaria,1,0,0
2003-05-05,Canada,148,22,93
2003-05-05,China,4280,206,1433
2003-05-05,"Hong Kong SAR, China",1637,187,930
2003-05-05,"Macao SAR, China",1,0,0
2003-05-05,"Taiwan, China",116,8,25
2003-05-05,France,5,0,4
2003-05-05,Germany,7,0,7
2003-05-05,Indonesia,2,0,1
2003-05-05,Italy,9,0,4
2003-05-05,Kuwait,1,0,1
2003-05-05,Malaysia,7,2,4
2003-05-05,Mongolia,8,0,4
2003-05-05,New Zealand,1,0,1
2003-05-05,Philippines,3,2,1
2003-05-05,Poland,1,0,0
2003-05-05,Republic of Ireland,1,0,1
2003-05-05,Republic of Korea,1,0,0
2003-05-05,Romania,1,0,1
2003-05-05,Singapore,204,26,149
2003-05-05,South Africa,1,1,0
2003-05-05,Spain,1,0,1
2003-05-05,Sweden,3,0,2
2003-05-05,Switzerland,1,0,1
2003-05-05,Thailand,7,2,5
2003-05-05,United Kingdom,6,0,6
2003-05-05,United States,61,0,26
2003-05-05,Viet Nam,63,5,58
2003-05-06,Brazil,2,0,2
2003-05-06,Bulgaria,1,0,0
2003-05-06,Canada,148,22,93
2003-05-06,China,4409,214,1460
2003-05-06,"Hong Kong SAR, China",1646,193,958
2003-05-06,"Macao SAR, China",1,0,0
2003-05-06,"Taiwan, China",116,10,25
2003-05-06,Colombia,1,0,1
2003-05-06,France,5,0,4
2003-05-06,Germany,7,0,7
2003-05-06,India,1,0,0
2003-05-06,Indonesia,2,0,1
2003-05-06,Italy,9,0,4
2003-05-06,Kuwait,1,0,1
2003-05-06,Malaysia,7,2,4
2003-05-06,Mongolia,8,0,4
2003-05-06,New Zealand,1,0,1
2003-05-06,Philippines,3,2,1
2003-05-06,Poland,1,0,0
2003-05-06,Republic of Ireland,1,0,1
2003-05-06,Republic of Korea,1,0,0
2003-05-06,Romania,1,0,1
2003-05-06,Singapore,204,27,149
2003-05-06,South Africa,1,1,0
2003-05-06,Spain,1,0,1
2003-05-06,Sweden,3,0,2
2003-05-06,Switzerland,1,0,1
2003-05-06,Thailand,7,2,5
2003-05-06,United Kingdom,6,0,6
2003-05-06,United States,65,0,32
2003-05-06,Viet Nam,63,5,58
2003-05-07,Brazil,2,0,2
2003-05-07,Bulgaria,1,0,0
2003-05-07,Canada,146,22,93
2003-05-07,China,4560,219,1487
2003-05-07,"Hong Kong SAR, China",1654,204,984
2003-05-07,"Macao SAR, China",1,0,0
2003-05-07,"Taiwan, China",125,11,26
2003-05-07,Colombia,1,0,1
2003-05-07,France,6,0,4
2003-05-07,Germany,8,0,7
2003-05-07,India,1,0,0
2003-05-07,Indonesia,2,0,1
2003-05-07,Italy,9,0,5
2003-05-07,Kuwait,1,0,1
2003-05-07,Malaysia,7,2,4
2003-05-07,Mongolia,9,0,6
2003-05-07,New Zealand,1,0,1
2003-05-07,Philippines,10,2,2
2003-05-07,Poland,1,0,0
2003-05-07,Republic of Ireland,1,0,1
2003-05-07,Republic of Korea,1,0,0
2003-05-07,Romania,1,0,1
2003-05-07,Singapore,204,27,150
2003-05-07,South Africa,1,1,0
2003-05-07,Spain,1,0,1
2003-05-07,Sweden,3,0,2
2003-05-07,Switzerland,1,0,1
2003-05-07,Thailand,7,2,5
2003-05-07,United Kingdom,6,0,6
2003-05-07,United States,65,0,32
2003-05-07,Viet Nam,63,5,58
2003-05-08,Brazil,2,0,2
2003-05-08,Bulgaria,1,0,0
2003-05-08,Canada,146,22,95
2003-05-08,China,4698,224,1529
2003-05-08,"Hong Kong SAR, China",1661,208,1008
2003-05-08,"Macao SAR, China",1,0,0
2003-05-08,"Taiwan, China",131,13,26
2003-05-08,Colombia,1,0,1
2003-05-08,Finland,1,0,0
2003-05-08,France,6,0,4
2003-05-08,Germany,8,0,7
2003-05-08,India,1,0,0
2003-05-08,Indonesia,2,0,1
2003-05-08,Italy,9,0,6
2003-05-08,Kuwait,1,0,1
2003-05-08,Malaysia,7,2,4
2003-05-08,Mongolia,9,0,6
2003-05-08,New Zealand,1,0,1
2003-05-08,Philippines,10,2,2
2003-05-08,Poland,1,0,0
2003-05-08,Republic of Ireland,1,0,1
2003-05-08,Republic of Korea,1,0,1
2003-05-08,Romania,1,0,1
2003-05-08,Singapore,204,27,153
2003-05-08,South Africa,1,1,0
2003-05-08,Spain,1,0,1
2003-05-08,Sweden,3,0,2
2003-05-08,Switzerland,1,0,1
2003-05-08,Thailand,7,2,5
2003-05-08,United Kingdom,6,0,6
2003-05-08,United States,63,0,33
2003-05-08,Viet Nam,63,5,58
2003-05-09,Brazil,2,0,2
2003-05-09,Bulgaria,1,0,0
2003-05-09,Canada,145,22,94
2003-05-09,China,4805,230,1582
2003-05-09,"Hong Kong SAR, China",1667,210,1015
2003-05-09,"Macao SAR, China",1,0,0
2003-05-09,"Taiwan, China",149,13,26
2003-05-09,Colombia,1,0,1
2003-05-09,Finland,1,0,0
2003-05-09,France,6,0,4
2003-05-09,Germany,9,0,9
2003-05-09,India,1,0,0
2003-05-09,Indonesia,2,0,1
2003-05-09,Italy,9,0,9
2003-05-09,Kuwait,1,0,1
2003-05-09,Malaysia,6,2,4
2003-05-09,Mongolia,9,0,6
2003-05-09,New Zealand,1,0,1
2003-05-09,Philippines,10,2,2
2003-05-09,Poland,1,0,0
2003-05-09,Republic of Ireland,1,0,1
2003-05-09,Republic of Korea,1,0,1
2003-05-09,Romania,1,0,1
2003-05-09,Singapore,204,27,153
2003-05-09,South Africa,1,1,0
2003-05-09,Spain,1,0,1
2003-05-09,Sweden,3,0,2
2003-05-09,Switzerland,1,0,1
2003-05-09,Thailand,7,2,5
2003-05-09,United Kingdom,6,0,6
2003-05-09,United States,63,0,33
2003-05-09,Viet Nam,63,5,58
2003-05-10,Brazil,2,0,2
2003-05-10,Bulgaria,1,0,0
2003-05-10,Canada,145,22,97
2003-05-10,China,4884,235,1620
2003-05-10,"Hong Kong SAR, China",1674,212,1035
2003-05-10,"Macao SAR, China",1,0,0
2003-05-10,"Taiwan, China",172,18,26
2003-05-10,Colombia,1,0,1
2003-05-10,Finland,1,0,0
2003-05-10,France,7,0,4
2003-05-10,Germany,9,0,9
2003-05-10,India,1,0,0
2003-05-10,Indonesia,2,0,1
2003-05-10,Italy,9,0,9
2003-05-10,Kuwait,1,0,1
2003-05-10,Malaysia,7,2,4
2003-05-10,Mongolia,9,0,6
2003-05-10,New Zealand,1,0,1
2003-05-10,Philippines,10,2,2
2003-05-10,Poland,1,0,0
2003-05-10,Republic of Ireland,1,0,1
2003-05-10,Republic of Korea,1,0,1
2003-05-10,Romania,1,0,1
2003-05-10,Singapore,205,27,155
2003-05-10,South Africa,1,1,0
2003-05-10,Spain,1,0,1
2003-05-10,Sweden,3,0,2
2003-05-10,Switzerland,1,0,1
2003-05-10,Thailand,7,2,5
2003-05-10,United Kingdom,6,0,6
2003-05-10,United States,64,0,34
2003-05-10,Viet Nam,63,5,58
2003-05-12,Brazil,2,0,2
2003-05-12,Bulgaria,1,0,0
2003-05-12,Canada,143,22,98
2003-05-12,China,5013,252,1693
2003-05-12,"Hong Kong SAR, China",1683,218,1066
2003-05-12,"Macao SAR, China",1,0,0
2003-05-12,"Taiwan, China",184,20,26
2003-05-12,Colombia,1,0,1
2003-05-12,Finland,1,0,0
2003-05-12,France,7,0,4
2003-05-12,Germany,9,0,9
2003-05-12,India,1,0,0
2003-05-12,Indonesia,2,0,1
2003-05-12,Italy,9,0,8
2003-05-12,Kuwait,1,0,1
2003-05-12,Malaysia,7,2,4
2003-05-12,Mongolia,9,0,6
2003-05-12,New Zealand,1,0,1
2003-05-12,Philippines,10,2,3
2003-05-12,Poland,1,0,0
2003-05-12,Republic of Ireland,1,0,1
2003-05-12,Republic of Korea,2,0,1
2003-05-12,Romania,1,0,1
2003-05-12,Singapore,205,28,156
2003-05-12,South Africa,1,1,0
2003-05-12,Spain,1,0,1
2003-05-12,Sweden,3,0,2
2003-05-12,Switzerland,1,0,1
2003-05-12,Thailand,7,2,5
2003-05-12,United Kingdom,6,0,6
2003-05-12,United States,64,0,34
2003-05-12,Viet Nam,63,5,58
2003-05-13,Brazil,2,0,2
2003-05-13,Bulgaria,1,0,0
2003-05-13,Canada,143,22,99
2003-05-13,China,5086,262,1765
2003-05-13,"Hong Kong SAR, China",1689,225,1090
2003-05-13,"Macao SAR, China",1,0,0
2003-05-13,"Taiwan, China",207,24,30
2003-05-13,Colombia,1,0,1
2003-05-13,Finland,1,0,0
2003-05-13,France,7,0,4
2003-05-13,Germany,9,0,9
2003-05-13,India,3,0,0
2003-05-13,Indonesia,2,0,1
2003-05-13,Italy,9,0,9
2003-05-13,Kuwait,1,0,1
2003-05-13,Malaysia,7,2,4
2003-05-13,Mongolia,9,0,6
2003-05-13,New Zealand,1,0,1
2003-05-13,Philippines,10,2,3
2003-05-13,Republic of Ireland,1,0,1
2003-05-13,Republic of Korea,2,0,1
2003-05-13,Romania,1,0,1
2003-05-13,Singapore,205,28,157
2003-05-13,South Africa,1,1,0
2003-05-13,Spain,1,0,1
2003-05-13,Sweden,3,0,3
2003-05-13,Switzerland,1,0,1
2003-05-13,Thailand,7,2,5
2003-05-13,United Kingdom,4,0,4
2003-05-13,United States,64,0,35
2003-05-13,Viet Nam,63,5,58
2003-05-14,Brazil,2,0,2
2003-05-14,Bulgaria,1,0,0
2003-05-14,Canada,143,23,104
2003-05-14,China,5124,267,1811
2003-05-14,"Hong Kong SAR, China",1698,227,1128
2003-05-14,"Macao SAR, China",1,0,0
2003-05-14,"Taiwan, China",238,30,38
2003-05-14,Colombia,1,0,1
2003-05-14,Finland,1,0,0
2003-05-14,France,7,0,4
2003-05-14,Germany,9,0,9
2003-05-14,India,3,0,0
2003-05-14,Indonesia,2,0,2
2003-05-14,Italy,9,0,9
2003-05-14,Kuwait,1,0,1
2003-05-14,Malaysia,7,2,5
2003-05-14,Mongolia,9,0,6
2003-05-14,New Zealand,1,0,1
2003-05-14,Philippines,10,2,3
2003-05-14,Republic of Ireland,1,0,1
2003-05-14,Republic of Korea,3,0,1
2003-05-14,Romania,1,0,1
2003-05-14,Singapore,205,28,157
2003-05-14,South Africa,1,1,0
2003-05-14,Spain,1,0,1
2003-05-14,Sweden,3,0,3
2003-05-14,Switzerland,1,0,1
2003-05-14,Thailand,8,2,5
2003-05-14,United Kingdom,4,0,4
2003-05-14,United States,64,0,35
2003-05-14,Viet Nam,63,5,58
2003-05-15,Brazil,2,0,2
2003-05-15,Bulgaria,1,0,0
2003-05-15,Canada,142,23,107
2003-05-15,China,5163,271,1858
2003-05-15,"Hong Kong SAR, China",1703,234,1160
2003-05-15,"Macao SAR, China",1,0,0
2003-05-15,"Taiwan, China",264,30,38
2003-05-15,Colombia,1,0,1
2003-05-15,Finland,1,0,0
2003-05-15,France,7,0,4
2003-05-15,Germany,9,0,9
2003-05-15,India,3,0,3
2003-05-15,Indonesia,2,0,2
2003-05-15,Italy,9,0,9
2003-05-15,Kuwait,1,0,1
2003-05-15,Malaysia,7,2,5
2003-05-15,Mongolia,9,0,7
2003-05-15,New Zealand,1,0,1
2003-05-15,Philippines,12,2,4
2003-05-15,Republic of Ireland,1,0,1
2003-05-15,Republic of Korea,3,0,1
2003-05-15,Romania,1,0,1
2003-05-15,Singapore,205,28,157
2003-05-15,South Africa,1,1,0
2003-05-15,Spain,1,0,1
2003-05-15,Sweden,3,0,3
2003-05-15,Switzerland,1,0,1
2003-05-15,Thailand,8,2,5
2003-05-15,United Kingdom,4,0,4
2003-05-15,United States,64,0,35
2003-05-15,Viet Nam,63,5,58
2003-05-16,Brazil,2,0,2
2003-05-16,Bulgaria,1,0,0
2003-05-16,Canada,140,23,106
2003-05-16,China,5191,275,1947
2003-05-16,"Hong Kong SAR, China",1706,238,1171
2003-05-16,"Macao SAR, China",1,0,0
2003-05-16,"Taiwan, China",274,35,46
2003-05-16,Colombia,1,0,1
2003-05-16,Finland,1,0,0
2003-05-16,France,7,0,4
2003-05-16,Germany,9,0,9
2003-05-16,India,3,0,3
2003-05-16,Indonesia,2,0,2
2003-05-16,Italy,9,0,9
2003-05-16,Kuwait,1,0,1
2003-05-16,Malaysia,7,2,5
2003-05-16,Mongolia,9,0,7
2003-05-16,New Zealand,1,0,1
2003-05-16,Philippines,12,2,4
2003-05-16,Republic of Ireland,1,0,1
2003-05-16,Republic of Korea,3,0,1
2003-05-16,Romania,1,0,1
2003-05-16,Singapore,205,28,157
2003-05-16,South Africa,1,1,0
2003-05-16,Spain,1,0,1
2003-05-16,Sweden,3,0,3
2003-05-16,Switzerland,1,0,1
2003-05-16,Thailand,8,2,5
2003-05-16,United Kingdom,4,0,4
2003-05-16,United States,65,0,34
2003-05-16,Viet Nam,63,5,58
2003-05-17,Brazil,2,0,2
2003-05-17,Canada,140,23,106
2003-05-17,China,5209,282,2009
2003-05-17,"Hong Kong SAR, China",1710,243,1191
2003-05-17,"Macao SAR, China",1,0,0
2003-05-17,"Taiwan, China",274,35,46
2003-05-17,Colombia,1,0,1
2003-05-17,Finland,1,0,0
2003-05-17,France,7,0,6
2003-05-17,Germany,9,0,9
2003-05-17,India,3,0,3
2003-05-17,Indonesia,2,0,2
2003-05-17,Italy,9,0,9
2003-05-17,Kuwait,1,0,1
2003-05-17,Malaysia,7,2,5
2003-05-17,Mongolia,9,0,7
2003-05-17,New Zealand,1,0,1
2003-05-17,Philippines,12,2,4
2003-05-17,Republic of Ireland,1,0,1
2003-05-17,Republic of Korea,3,0,1
2003-05-17,Romania,1,0,1
2003-05-17,Singapore,205,28,157
2003-05-17,South Africa,1,1,0
2003-05-17,Spain,1,0,1
2003-05-17,Sweden,3,0,3
2003-05-17,Switzerland,1,0,1
2003-05-17,Thailand,8,2,5
2003-05-17,United Kingdom,4,0,4
2003-05-17,United States,66,0,34
2003-05-17,Viet Nam,63,5,58
2003-05-19,Brazil,2,0,2
2003-05-19,Canada,140,23,106
2003-05-19,China,5236,289,2148
2003-05-19,"Hong Kong SAR, China",1714,251,1213
2003-05-19,"Macao SAR, China",1,0,0
2003-05-19,"Taiwan, China",344,40,50
2003-05-19,Colombia,1,0,1
2003-05-19,Finland,1,0,0
2003-05-19,France,7,0,6
2003-05-19,Germany,9,0,9
2003-05-19,India,3,0,3
2003-05-19,Indonesia,2,0,2
2003-05-19,Italy,9,0,9
2003-05-19,Kuwait,1,0,1
2003-05-19,Malaysia,7,2,5
2003-05-19,Mongolia,9,0,8
2003-05-19,New Zealand,1,0,1
2003-05-19,Philippines,12,2,8
2003-05-19,Republic of Ireland,1,0,1
2003-05-19,Republic of Korea,3,0,1
2003-05-19,Romania,1,0,1
2003-05-19,Singapore,206,28,160
2003-05-19,South Africa,1,1,0
2003-05-19,Spain,1,0,1
2003-05-19,Sweden,3,0,3
2003-05-19,Switzerland,1,0,1
2003-05-19,Thailand,8,2,5
2003-05-19,United Kingdom,4,0,4
2003-05-19,United States,67,0,34
2003-05-19,Viet Nam,63,5,58
2003-05-20,Brazil,2,0,2
2003-05-20,Canada,140,23,106
2003-05-20,China,5248,294,2254
2003-05-20,"Hong Kong SAR, China",1718,253,1229
2003-05-20,"Macao SAR, China",1,0,0
2003-05-20,"Taiwan, China",383,52,63
2003-05-20,Colombia,1,0,1
2003-05-20,Finland,1,0,0
2003-05-20,France,7,0,6
2003-05-20,Germany,9,0,9
2003-05-20,India,3,0,3
2003-05-20,Indonesia,2,0,2
2003-05-20,Italy,9,0,9
2003-05-20,Kuwait,1,0,1
2003-05-20,Malaysia,7,2,5
2003-05-20,Mongolia,9,0,8
2003-05-20,New Zealand,1,0,1
2003-05-20,Philippines,12,2,8
2003-05-20,Republic of Ireland,1,0,1
2003-05-20,Republic of Korea,3,0,2
2003-05-20,Romania,1,0,1
2003-05-20,Singapore,206,28,161
2003-05-20,South Africa,1,1,0
2003-05-20,Spain,1,0,1
2003-05-20,Sweden,3,0,3
2003-05-20,Switzerland,1,0,1
2003-05-20,Thailand,8,2,5
2003-05-20,United Kingdom,4,0,4
2003-05-20,United States,67,0,34
2003-05-20,Viet Nam,63,5,58
2003-05-21,Brazil,2,0,2
2003-05-21,Canada,140,23,108
2003-05-21,China,5249,296,2335
2003-05-21,"Hong Kong SAR, China",1719,255,1237
2003-05-21,"Macao SAR, China",1,0,0
2003-05-21,"Taiwan, China",418,52,71
2003-05-21,Colombia,1,0,1
2003-05-21,Finland,1,0,1
2003-05-21,France,7,0,6
2003-05-21,Germany,9,0,9
2003-05-21,India,3,0,3
2003-05-21,Indonesia,2,0,2
2003-05-21,Italy,9,0,9
2003-05-21,Kuwait,1,0,1
2003-05-21,Malaysia,8,2,5
2003-05-21,Mongolia,9,0,8
2003-05-21,New Zealand,1,0,1
2003-05-21,Philippines,12,2,10
2003-05-21,Republic of Ireland,1,0,1
2003-05-21,Republic of Korea,3,0,2
2003-05-21,Romania,1,0,1
2003-05-21,Singapore,206,28,161
2003-05-21,South Africa,1,1,0
2003-05-21,Spain,1,0,1
2003-05-21,Sweden,3,0,3
2003-05-21,Switzerland,1,0,1
2003-05-21,Thailand,8,2,5
2003-05-21,United Kingdom,4,0,4
2003-05-21,United States,66,0,33
2003-05-21,Viet Nam,63,5,58
2003-05-22,Australia,6,0,6
2003-05-22,Brazil,2,0,2
2003-05-22,Canada,140,23,109
2003-05-22,China,5271,300,2445
2003-05-22,"Hong Kong SAR, China",1722,258,1247
2003-05-22,"Macao SAR, China",2,0,0
2003-05-22,"Taiwan, China",483,60,74
2003-05-22,Colombia,1,0,1
2003-05-22,Finland,1,0,1
2003-05-22,France,7,0,6
2003-05-22,Germany,9,0,9
2003-05-22,India,3,0,3
2003-05-22,Indonesia,2,0,2
2003-05-22,Italy,9,0,9
2003-05-22,Kuwait,1,0,1
2003-05-22,Malaysia,8,2,5
2003-05-22,Mongolia,9,0,8
2003-05-22,New Zealand,1,0,1
2003-05-22,Philippines,12,2,10
2003-05-22,Republic of Ireland,1,0,1
2003-05-22,Republic of Korea,3,0,2
2003-05-22,Romania,1,0,1
2003-05-22,Singapore,206,29,162
2003-05-22,South Africa,1,1,0
2003-05-22,Spain,1,0,1
2003-05-22,Sweden,3,0,3
2003-05-22,Switzerland,1,0,1
2003-05-22,Thailand,8,2,5
2003-05-22,United Kingdom,4,0,4
2003-05-22,United States,65,0,33
2003-05-22,Viet Nam,63,5,58
2003-05-23,Brazil,2,0,2
2003-05-23,Canada,140,23,109
2003-05-23,China,5285,303,2544
2003-05-23,"Hong Kong SAR, China",1724,260,1255
2003-05-23,"Macao SAR, China",2,0,0
2003-05-23,"Taiwan, China",538,60,82
2003-05-23,Colombia,1,0,1
2003-05-23,Finland,1,0,1
2003-05-23,France,7,0,6
2003-05-23,Germany,9,0,9
2003-05-23,India,3,0,3
2003-05-23,Indonesia,2,0,2
2003-05-23,Italy,9,0,9
2003-05-23,Kuwait,1,0,1
2003-05-23,Malaysia,8,2,5
2003-05-23,Mongolia,9,0,8
2003-05-23,New Zealand,1,0,1
2003-05-23,Philippines,12,2,10
2003-05-23,Republic of Ireland,1,0,1
2003-05-23,Republic of Korea,3,0,2
2003-05-23,Romania,1,0,1
2003-05-23,Singapore,206,31,163
2003-05-23,South Africa,1,1,0
2003-05-23,Spain,1,0,1
2003-05-23,Sweden,3,0,3
2003-05-23,Switzerland,1,0,1
2003-05-23,Thailand,8,2,5
2003-05-23,United Kingdom,4,0,4
2003-05-23,United States,65,0,33
2003-05-23,Viet Nam,63,5,58
2003-05-24,Brazil,2,0,2
2003-05-24,Canada,140,23,109
2003-05-24,China,5309,308,2675
2003-05-24,"Hong Kong SAR, China",1724,262,1266
2003-05-24,"Macao SAR, China",2,0,0
2003-05-24,"Taiwan, China",538,60,82
2003-05-24,Colombia,1,0,1
2003-05-24,Finland,1,0,1
2003-05-24,France,7,0,6
2003-05-24,Germany,9,0,9
2003-05-24,India,3,0,3
2003-05-24,Indonesia,2,0,2
2003-05-24,Italy,9,0,9
2003-05-24,Kuwait,1,0,1
2003-05-24,Malaysia,8,2,5
2003-05-24,Mongolia,9,0,8
2003-05-24,New Zealand,1,0,1
2003-05-24,Philippines,12,2,10
2003-05-24,Republic of Ireland,1,0,1
2003-05-24,Republic of Korea,3,0,2
2003-05-24,Romania,1,0,1
2003-05-24,Singapore,206,31,163
2003-05-24,South Africa,1,1,0
2003-05-24,Spain,1,0,1
2003-05-24,Sweden,3,0,3
2003-05-24,Switzerland,1,0,1
2003-05-24,Thailand,8,2,5
2003-05-24,United Kingdom,4,0,4
2003-05-24,United States,65,0,33
2003-05-24,Viet Nam,63,5,58
2003-05-26,Brazil,2,0,2
2003-05-26,Canada,148,26,110
2003-05-26,China,5316,317,2829
2003-05-26,"Hong Kong SAR, China",1726,267,1276
2003-05-26,"Macao SAR, China",2,0,0
2003-05-26,"Taiwan, China",585,72,112
2003-05-26,Colombia,1,0,1
2003-05-26,Finland,1,0,1
2003-05-26,France,7,0,6
2003-05-26,Germany,9,0,9
2003-05-26,India,3,0,3
2003-05-26,Indonesia,2,0,2
2003-05-26,Italy,9,0,9
2003-05-26,Kuwait,1,0,1
2003-05-26,Malaysia,5,2,3
2003-05-26,Mongolia,9,0,8
2003-05-26,New Zealand,1,0,1
2003-05-26,Philippines,12,2,10
2003-05-26,Republic of Ireland,1,0,1
2003-05-26,Republic of Korea,3,0,2
2003-05-26,Romania,1,0,1
2003-05-26,Singapore,206,31,163
2003-05-26,South Africa,1,1,0
2003-05-26,Spain,1,0,1
2003-05-26,Sweden,3,0,3
2003-05-26,Switzerland,1,0,1
2003-05-26,Thailand,8,2,6
2003-05-26,United Kingdom,4,0,4
2003-05-26,United States,65,0,33
2003-05-26,Viet Nam,63,5,58
2003-05-27,Brazil,2,0,2
2003-05-27,Canada,148,26,111
2003-05-27,China,5322,321,2944
2003-05-27,"Hong Kong SAR, China",1728,269,1285
2003-05-27,"Macao SAR, China",2,0,0
2003-05-27,"Taiwan, China",596,76,112
2003-05-27,Colombia,1,0,1
2003-05-27,Finland,1,0,1
2003-05-27,France,7,0,6
2003-05-27,Germany,9,0,9
2003-05-27,India,3,0,3
2003-05-27,Indonesia,2,0,2
2003-05-27,Italy,9,0,9
2003-05-27,Kuwait,1,0,1
2003-05-27,Malaysia,5,2,3
2003-05-27,Mongolia,9,0,9
2003-05-27,New Zealand,1,0,1
2003-05-27,Philippines,12,2,10
2003-05-27,Republic of Ireland,1,0,1
2003-05-27,Republic of Korea,3,0,2
2003-05-27,Romania,1,0,1
2003-05-27,Singapore,206,31,163
2003-05-27,South Africa,1,1,0
2003-05-27,Spain,1,0,1
2003-05-27,Sweden,3,0,3
2003-05-27,Switzerland,1,0,1
2003-05-27,Thailand,8,2,6
2003-05-27,United Kingdom,4,0,4
2003-05-27,United States,65,0,32
2003-05-27,Viet Nam,63,5,58
2003-05-28,Australia,6,0,6
2003-05-28,Brazil,2,0,2
2003-05-28,Canada,149,26,111
2003-05-28,China,5323,325,3036
2003-05-28,"Hong Kong SAR, China",1730,270,1295
2003-05-28,"Macao SAR, China",2,0,0
2003-05-28,"Taiwan, China",610,81,112
2003-05-28,Colombia,1,0,1
2003-05-28,Finland,1,0,1
2003-05-28,France,7,0,6
2003-05-28,Germany,9,0,9
2003-05-28,India,3,0,3
2003-05-28,Indonesia,2,0,2
2003-05-28,Italy,9,0,9
2003-05-28,Kuwait,1,0,1
2003-05-28,Malaysia,5,2,3
2003-05-28,Mongolia,9,0,9
